	from	to	value
2635	G32	G34	0
2636	G32	G35	0
2637	G32	G36	0
2638	G32	G37	0
2639	G32	G38	0
2640	G32	G39	0
2641	G32	G40	0
2642	G32	G41	0
2643	G32	G42	0
2644	G32	G43	0
2645	G32	G44	0
2646	G32	G45	0
2647	G32	G46	0
2648	G32	G47	0
2649	G32	G48	0
2650	G32	G49	0
2651	G32	G50	0
2652	G32	G51	0
2653	G32	G52	0
2654	G32	G53	0
2655	G32	G54	0
2656	G32	G55	0
2657	G32	G56	0
2658	G32	G57	0
2659	G32	G58	0
2660	G32	G59	0
2661	G32	G60	0
2662	G32	G61	0
2663	G32	G62	0
2664	G32	G63	0
2665	G32	G64	0
2666	G32	G65	0
2667	G32	G66	0
2668	G32	G67	0
2669	G32	G68	0
2670	G32	G69	0
2671	G32	G70	0
2672	G32	G71	0
2673	G32	G72	0
2674	G32	G73	0
2675	G32	G74	0
2676	G32	G75	0
2677	G32	G76	0
2678	G32	G77	0
2679	G32	G78	0
2680	G32	G79	0
2681	G32	G80	0
2682	G33	G1	0
2683	G33	G2	0
2684	G33	G3	0
2685	G33	G4	0
2686	G33	G5	0
2687	G33	G6	0
2688	G33	G7	0
2689	G33	G8	0
2690	G33	G9	0
2691	G33	G10	0
2692	G33	G11	0
2693	G33	G12	0
2694	G33	G13	0
2695	G33	G14	0
2696	G33	G15	0
2697	G33	G16	0
2698	G33	G17	0
2699	G33	G18	0
2700	G33	G19	0
2701	G33	G20	0
2702	G33	G21	0
2703	G33	G22	0
2704	G33	G23	0
2705	G33	G24	0
2706	G33	G25	0
2707	G33	G26	0
2708	G33	G27	0
2709	G33	G28	0
2710	G33	G29	0
2711	G33	G30	0
2712	G33	G31	0
2713	G33	G32	0
2714	G33	G34	0
2715	G33	G35	0
2716	G33	G36	0
2717	G33	G37	0
2718	G33	G38	0
2719	G33	G39	0
2720	G33	G40	0
2721	G33	G41	0
2722	G33	G42	0
2723	G33	G43	0
2724	G33	G44	0
2725	G33	G45	0
2726	G33	G46	0
2727	G33	G47	0
2728	G33	G48	0
2729	G33	G49	0
2730	G33	G50	0
2731	G33	G51	0
2732	G33	G52	0
2733	G33	G53	0
2734	G33	G54	0
2735	G33	G55	0
2736	G33	G56	0
2737	G33	G57	0
2738	G33	G58	0
2739	G33	G59	0
2740	G33	G60	0
2741	G33	G61	0
2742	G33	G62	0
2743	G33	G63	0
2744	G33	G64	0
2745	G33	G65	0
2746	G33	G66	0
2747	G33	G67	0
2748	G33	G68	0
2749	G33	G69	0
2750	G33	G70	0
2751	G33	G71	0
2752	G33	G72	0
2753	G33	G73	0
2754	G33	G74	0
2755	G33	G75	0
2756	G33	G76	0
2757	G33	G77	0
2758	G33	G78	0
2759	G33	G79	0
2760	G33	G80	0
2761	G34	G1	0
2762	G34	G2	0
2763	G34	G3	0
2764	G34	G4	0
2765	G34	G5	0
2766	G34	G6	0
2767	G34	G7	0
2768	G34	G8	0
2769	G34	G9	0
2770	G34	G10	0
2771	G34	G11	0
2772	G34	G12	0
2773	G34	G13	0
2774	G34	G14	0
2775	G34	G15	0
2776	G34	G16	0
2777	G34	G17	0
2778	G34	G18	0
2779	G34	G19	0
2780	G34	G20	0
2781	G34	G21	0
2782	G34	G22	0
2783	G34	G23	0
2784	G34	G24	0
2785	G34	G25	0
2786	G34	G26	0
2787	G34	G27	0
2788	G34	G28	0
2789	G34	G30	0
2790	G34	G31	0
2791	G34	G32	0
2792	G34	G40	0
2793	G34	G41	0
2794	G34	G42	0
2795	G34	G43	0
2796	G34	G44	0
2797	G34	G45	0
2798	G34	G46	0
2799	G34	G47	0
2800	G34	G48	0
2801	G34	G49	0
2802	G34	G50	0
2803	G34	G51	0
2804	G34	G52	0
2805	G34	G53	0
2806	G34	G54	0
2807	G34	G55	0
2808	G34	G56	0
2809	G34	G57	0
2810	G34	G58	0
2811	G34	G59	0
2812	G34	G60	0
2813	G34	G61	0
2814	G34	G62	0
2815	G34	G63	0
2816	G34	G64	0
2817	G34	G65	0
2818	G34	G66	0
2819	G34	G67	0
2820	G34	G68	0
2821	G34	G69	0
2822	G34	G70	0
2823	G34	G71	0
2824	G34	G72	0
2825	G34	G73	0
2826	G34	G74	0
2827	G34	G75	0
2828	G34	G76	0
2829	G34	G77	0
2830	G34	G78	0
2831	G34	G79	0
2832	G34	G80	0
2833	G35	G1	0
2834	G35	G2	0
2835	G35	G3	0
2836	G35	G4	0
2837	G35	G5	0
2838	G35	G6	0
2839	G35	G7	0
2840	G35	G8	0
2841	G35	G9	0
2842	G35	G10	0
2843	G35	G11	0
2844	G35	G12	0
2845	G35	G13	0
2846	G35	G14	0
2847	G35	G15	0
2848	G35	G16	0
2849	G35	G17	0
2850	G35	G18	0
2851	G35	G19	0
2852	G35	G20	0
2853	G35	G21	0
2854	G35	G22	0
2855	G35	G23	0
2856	G35	G24	0
2857	G35	G25	0
2858	G35	G26	0
2859	G35	G27	0
2860	G35	G28	0
2861	G35	G29	0
2862	G35	G30	0
2863	G35	G31	0
2864	G35	G32	0
2865	G35	G33	0
2866	G35	G34	0
2867	G35	G36	0
2868	G35	G37	0
2869	G35	G38	0
2870	G35	G39	0
2871	G35	G40	0
2872	G35	G41	0
2873	G35	G42	0
2874	G35	G43	0
2875	G35	G44	0
2876	G35	G45	0
2877	G35	G46	0
2878	G35	G47	0
2879	G35	G48	0
2880	G35	G49	0
2881	G35	G50	0
2882	G35	G51	0
2883	G35	G52	0
2884	G35	G53	0
2885	G35	G54	0
2886	G35	G55	0
2887	G35	G56	0
2888	G35	G57	0
2889	G35	G58	0
2890	G35	G59	0
2891	G35	G60	0
2892	G35	G61	0
2893	G35	G62	0
2894	G35	G63	0
2895	G35	G64	0
2896	G35	G65	0
2897	G35	G66	0
2898	G35	G67	0
2899	G35	G68	0
2900	G35	G69	0
2901	G35	G70	0
2902	G35	G71	0
2903	G35	G72	0
2904	G35	G73	0
2905	G35	G74	0
2906	G35	G75	0
2907	G35	G76	0
2908	G35	G77	0
2909	G35	G78	0
2910	G35	G79	0
2911	G35	G80	0
2912	G36	G1	0
2913	G36	G2	0
2914	G36	G3	0
2915	G36	G4	0
2916	G36	G5	0
2917	G36	G6	0
2918	G36	G7	0
2919	G36	G8	0
2920	G36	G9	0
2921	G36	G10	0
2922	G36	G11	0
2923	G36	G12	0
2924	G36	G13	0
2925	G36	G14	0
2926	G36	G15	0
2927	G36	G16	0
2928	G36	G17	0
2929	G36	G18	0
2930	G36	G19	0
2931	G36	G20	0
2932	G36	G21	0
2933	G36	G22	0
2934	G36	G23	0
2935	G36	G24	0
2936	G36	G25	0
2937	G36	G26	0
2938	G36	G27	0
2939	G36	G28	0
2940	G36	G29	0
2941	G36	G30	0
2942	G36	G31	0
2943	G36	G32	0
2944	G36	G33	0
2945	G36	G34	0
2946	G36	G35	0
2947	G36	G37	0
2948	G36	G38	0
2949	G36	G39	0
2950	G36	G40	0
2951	G36	G41	0
2952	G36	G42	0
2953	G36	G43	0
2954	G36	G44	0
2955	G36	G45	0
2956	G36	G46	0
2957	G36	G47	0
2958	G36	G48	0
2959	G36	G49	0
2960	G36	G50	0
2961	G36	G51	0
2962	G36	G52	0
2963	G36	G53	0
2964	G36	G54	0
2965	G36	G55	0
2966	G36	G56	0
2967	G36	G57	0
2968	G36	G58	0
2969	G36	G59	0
2970	G36	G60	0
2971	G36	G61	0
2972	G36	G62	0
2973	G36	G63	0
2974	G36	G64	0
2975	G36	G65	0
2976	G36	G66	0
2977	G36	G67	0
2978	G36	G68	0
2979	G36	G69	0
2980	G36	G70	0
2981	G36	G71	0
2982	G36	G72	0
2983	G36	G73	0
2984	G36	G74	0
2985	G36	G75	0
2986	G36	G76	0
2987	G36	G77	0
2988	G36	G78	0
2989	G36	G79	0
2990	G36	G80	0
2991	G37	G1	0
2992	G37	G2	0
2993	G37	G3	0
2994	G37	G4	0
2995	G37	G5	0
2996	G37	G6	0
2997	G37	G7	0
2998	G37	G8	0
2999	G37	G9	0
3000	G37	G10	0
3001	G37	G11	0
3002	G37	G12	0
3003	G37	G13	0
3004	G37	G14	0
3005	G37	G15	0
3006	G37	G16	0
3007	G37	G17	0
3008	G37	G18	0
3009	G37	G19	0
3010	G37	G20	0
3011	G37	G21	0
3012	G37	G22	0
3013	G37	G23	0
3014	G37	G24	0
3015	G37	G25	0
3016	G37	G26	0
3017	G37	G27	0
3018	G37	G28	0
3019	G37	G29	0
3020	G37	G30	0
3021	G37	G31	0
3022	G37	G32	0
3023	G37	G33	0
3024	G37	G34	0
3025	G37	G35	0
3026	G37	G36	0
3027	G37	G38	0
3028	G37	G39	0
3029	G37	G40	0
3030	G37	G41	0
3031	G37	G42	0
3032	G37	G43	0
3033	G37	G44	0
3034	G37	G45	0
3035	G37	G46	0
3036	G37	G47	0
3037	G37	G48	0
3038	G37	G49	0
3039	G37	G50	0
3040	G37	G51	0
3041	G37	G52	0
3042	G37	G53	0
3043	G37	G54	0
3044	G37	G55	0
3045	G37	G56	0
3046	G37	G57	0
3047	G37	G58	0
3048	G37	G59	0
3049	G37	G60	0
3050	G37	G61	0
3051	G37	G62	0
3052	G37	G63	0
3053	G37	G64	0
3054	G37	G65	0
3055	G37	G66	0
3056	G37	G67	0
3057	G37	G68	0
3058	G37	G69	0
3059	G37	G70	0
3060	G37	G71	0
3061	G37	G72	0
3062	G37	G73	0
3063	G37	G74	0
3064	G37	G75	0
3065	G37	G76	0
3066	G37	G77	0
3067	G37	G78	0
3068	G37	G79	0
3069	G37	G80	0
3070	G38	G1	0
3071	G38	G2	0
3072	G38	G3	0
3073	G38	G4	0
3074	G38	G5	0
3075	G38	G6	0
3076	G38	G7	0
3077	G38	G8	0
3078	G38	G9	0
3079	G38	G10	0
3080	G38	G11	0
3081	G38	G12	0
3082	G38	G13	0
3083	G38	G14	0
3084	G38	G15	0
3085	G38	G16	0
3086	G38	G17	0
3087	G38	G18	0
3088	G38	G19	0
3089	G38	G20	0
3090	G38	G21	0
3091	G38	G22	0
3092	G38	G23	0
3093	G38	G24	0
3094	G38	G25	0
3095	G38	G26	0
3096	G38	G27	0
3097	G38	G28	0
3098	G38	G29	0
3099	G38	G30	0
3100	G38	G31	0
3101	G38	G32	0
3102	G38	G33	0
3103	G38	G34	0
3104	G38	G35	0
3105	G38	G36	0
3106	G38	G37	0
3107	G38	G39	0
3108	G38	G40	0
3109	G38	G41	0
3110	G38	G42	0
3111	G38	G43	0
3112	G38	G44	0
3113	G38	G45	0
3114	G38	G46	0
3115	G38	G47	0
3116	G38	G48	0
3117	G38	G49	0
3118	G38	G50	0
3119	G38	G51	0
3120	G38	G52	0
3121	G38	G53	0
3122	G38	G54	0
3123	G38	G55	0
3124	G38	G56	0
3125	G38	G57	0
3126	G38	G58	0
3127	G38	G59	0
3128	G38	G60	0
3129	G38	G61	0
3130	G38	G62	0
3131	G38	G63	0
3132	G38	G64	0
3133	G38	G65	0
3134	G38	G66	0
3135	G38	G67	0
3136	G38	G68	0
3137	G38	G69	0
3138	G38	G70	0
3139	G38	G71	0
3140	G38	G72	0
3141	G38	G73	0
3142	G38	G74	0
3143	G38	G75	0
3144	G38	G76	0
3145	G38	G77	0
3146	G38	G78	0
3147	G38	G79	0
3148	G38	G80	0
3149	G39	G1	0
3150	G39	G2	0
3151	G39	G3	0
3152	G39	G4	0
3153	G39	G5	0
3154	G39	G6	0
3155	G39	G7	0
3156	G39	G8	0
3157	G39	G9	0
3158	G39	G10	0
3159	G39	G11	0
3160	G39	G12	0
3161	G39	G13	0
3162	G39	G14	0
3163	G39	G15	0
3164	G39	G16	0
3165	G39	G17	0
3166	G39	G18	0
3167	G39	G19	0
3168	G39	G20	0
3169	G39	G21	0
3170	G39	G22	0
3171	G39	G23	0
3172	G39	G24	0
3173	G39	G25	0
3174	G39	G26	0
3175	G39	G27	0
3176	G39	G28	0
3177	G39	G29	0
3178	G39	G30	0
3179	G39	G31	0
3180	G39	G32	0
3181	G39	G33	0
3182	G39	G34	0
3183	G39	G35	0
3184	G39	G36	0
3185	G39	G37	0
3186	G39	G38	0
3187	G39	G40	0
3188	G39	G41	0
3189	G39	G42	0
3190	G39	G43	0
3191	G39	G44	0
3192	G39	G45	0
3193	G39	G46	0
3194	G39	G47	0
3195	G39	G48	0
3196	G39	G49	0
3197	G39	G50	0
3198	G39	G51	0
3199	G39	G52	0
3200	G39	G53	0
3201	G39	G54	0
3202	G39	G55	0
3203	G39	G56	0
3204	G39	G57	0
3205	G39	G58	0
3206	G39	G59	0
3207	G39	G60	0
3208	G39	G61	0
3209	G39	G62	0
3210	G39	G63	0
3211	G39	G64	0
3212	G39	G65	0
3213	G39	G66	0
3214	G39	G67	0
3215	G39	G68	0
3216	G39	G69	0
3217	G39	G70	0
3218	G39	G71	0
3219	G39	G72	0
3220	G39	G73	0
3221	G39	G74	0
3222	G39	G75	0
3223	G39	G76	0
3224	G39	G77	0
3225	G39	G78	0
3226	G39	G79	0
3227	G39	G80	0
3228	G40	G1	0
3229	G40	G2	0
3230	G40	G3	0
3231	G40	G4	0
3232	G40	G5	0
3233	G40	G6	0
3234	G40	G7	0
3235	G40	G8	0
3236	G40	G9	0
3237	G40	G10	0
3238	G40	G11	0
3239	G40	G12	0
3240	G40	G13	0
3241	G40	G14	0
3242	G40	G15	0
3243	G40	G16	0
3244	G40	G17	0
3245	G40	G18	0
3246	G40	G19	0
3247	G40	G20	0
3248	G40	G21	0
3249	G40	G22	0
3250	G40	G23	0
3251	G40	G24	0
3252	G40	G25	0
3253	G40	G26	0
3254	G40	G27	0
3255	G40	G28	0
3256	G40	G29	0
3257	G40	G30	0
3258	G40	G31	0
3259	G40	G32	0
3260	G40	G33	0
3261	G40	G34	0
3262	G40	G35	0
3263	G40	G36	0
3264	G40	G37	0
3265	G40	G38	0
3266	G40	G39	0
3267	G40	G41	0
3268	G40	G42	0
3269	G40	G43	0
3270	G40	G44	0
3271	G40	G45	0
3272	G40	G46	0
3273	G40	G47	0
3274	G40	G48	0
3275	G40	G49	0
3276	G40	G50	0
3277	G40	G51	0
3278	G40	G52	0
3279	G40	G53	0
3280	G40	G54	0
3281	G40	G55	0
3282	G40	G56	0
3283	G40	G57	0
3284	G40	G58	0
3285	G40	G59	0
3286	G40	G60	0
3287	G40	G61	0
3288	G40	G62	0
3289	G40	G63	0
3290	G40	G64	0
3291	G40	G65	0
3292	G40	G66	0
3293	G40	G67	0
3294	G40	G68	0
3295	G40	G69	0
3296	G40	G70	0
3297	G40	G71	0
3298	G40	G72	0
3299	G40	G73	0
3300	G40	G74	0
3301	G40	G75	0
3302	G40	G76	0
3303	G40	G77	0
3304	G40	G78	0
3305	G40	G79	0
3306	G40	G80	0
3307	G41	G1	0
3308	G41	G2	0
3309	G41	G3	0
3310	G41	G4	0
3311	G41	G5	0
3312	G41	G6	0
3313	G41	G7	0
3314	G41	G8	0
3315	G41	G9	0
3316	G41	G10	0
3317	G41	G11	0
3318	G41	G12	0
3319	G41	G13	0
3320	G41	G14	0
3321	G41	G15	0
3322	G41	G16	0
3323	G41	G17	0
3324	G41	G18	0
3325	G41	G19	0
3326	G41	G20	0
3327	G41	G21	0
3328	G41	G22	0
3329	G41	G23	0
3330	G41	G24	0
3331	G41	G25	0
3332	G41	G26	0
3333	G41	G27	0
3334	G41	G28	0
3335	G41	G29	0
3336	G41	G30	0
3337	G41	G31	0
3338	G41	G32	0
3339	G41	G33	0
3340	G41	G34	0
3341	G41	G35	0
3342	G41	G36	0
3343	G41	G37	0
3344	G41	G38	0
3345	G41	G39	0
3346	G41	G40	0
3347	G41	G42	0
3348	G41	G43	0
3349	G41	G44	0
3350	G41	G45	0
3351	G41	G46	0
3352	G41	G47	0
3353	G41	G48	0
3354	G41	G49	0
3355	G41	G50	0
3356	G41	G51	0
3357	G41	G52	0
3358	G41	G53	0
3359	G41	G54	0
3360	G41	G55	0
3361	G41	G56	0
3362	G41	G57	0
3363	G41	G58	0
3364	G41	G59	0
3365	G41	G60	0
3366	G41	G61	0
3367	G41	G62	0
3368	G41	G63	0
3369	G41	G64	0
3370	G41	G65	0
3371	G41	G66	0
3372	G41	G67	0
3373	G41	G68	0
3374	G41	G69	0
3375	G41	G70	0
3376	G41	G71	0
3377	G41	G72	0
3378	G41	G73	0
3379	G41	G74	0
3380	G41	G75	0
3381	G41	G76	0
3382	G41	G77	0
3383	G41	G78	0
3384	G41	G79	0
3385	G41	G80	0
3386	G42	G1	0
3387	G42	G2	0
3388	G42	G3	0
3389	G42	G4	0
3390	G42	G5	0
3391	G42	G6	0
3392	G42	G7	0
3393	G42	G8	0
3394	G42	G9	0
3395	G42	G10	0
3396	G42	G11	0
3397	G42	G12	0
3398	G42	G13	0
3399	G42	G14	0
3400	G42	G15	0
3401	G42	G16	0
3402	G42	G17	0
3403	G42	G18	0
3404	G42	G19	0
3405	G42	G20	0
3406	G42	G21	0
3407	G42	G22	0
3408	G42	G23	0
3409	G42	G24	0
3410	G42	G25	0
3411	G42	G26	0
3412	G42	G27	0
3413	G42	G28	0
3414	G42	G29	0
3415	G42	G30	0
3416	G42	G31	0
3417	G42	G33	0
3418	G42	G34	0
3419	G42	G35	0
3420	G42	G36	0
3421	G42	G37	0
3422	G42	G38	0
3423	G42	G39	0
3424	G42	G40	0
3425	G42	G48	0
3426	G42	G52	0
3427	G42	G53	0
3428	G42	G54	0
3429	G42	G55	0
3430	G42	G56	0
3431	G42	G57	0
3432	G42	G58	0
3433	G42	G59	0
3434	G42	G60	0
3435	G42	G61	0
3436	G42	G62	0
3437	G42	G63	0
3438	G42	G64	0
3439	G42	G65	0
3440	G42	G66	0
3441	G42	G67	0
3442	G42	G68	0
3443	G42	G69	0
3444	G42	G70	0
3445	G42	G71	0
3446	G42	G72	0
3447	G42	G73	0
3448	G42	G74	0
3449	G42	G75	0
3450	G42	G76	0
3451	G42	G77	0
3452	G42	G78	0
3453	G42	G79	0
3454	G42	G80	0
3455	G43	G1	0
3456	G43	G2	0
3457	G43	G3	0
3458	G43	G4	0
3459	G43	G5	0
3460	G43	G6	0
3461	G43	G7	0
3462	G43	G8	0
3463	G43	G9	0
3464	G43	G10	0
3465	G43	G11	0
3466	G43	G12	0
3467	G43	G13	0
3468	G43	G14	0
3469	G43	G15	0
3470	G43	G16	0
3471	G43	G17	0
3472	G43	G18	0
3473	G43	G19	0
3474	G43	G20	0
3475	G43	G21	0
3476	G43	G22	0
3477	G43	G23	0
3478	G43	G24	0
3479	G43	G25	0
3480	G43	G26	0
3481	G43	G27	0
3482	G43	G28	0
3483	G43	G29	0
3484	G43	G30	0
3485	G43	G31	0
3486	G43	G32	0
3487	G43	G33	0
3488	G43	G34	0
3489	G43	G35	0
3490	G43	G36	0
3491	G43	G37	0
3492	G43	G38	0
3493	G43	G39	0
3494	G43	G40	0
3495	G43	G41	0
3496	G43	G42	0
3497	G43	G44	0
3498	G43	G45	0
3499	G43	G46	0
3500	G43	G47	0
3501	G43	G48	0
3502	G43	G49	0
3503	G43	G50	0
3504	G43	G51	0
3505	G43	G52	0
3506	G43	G53	0
3507	G43	G54	0
3508	G43	G55	0
3509	G43	G56	0
3510	G43	G57	0
3511	G43	G58	0
3512	G43	G59	0
3513	G43	G60	0
3514	G43	G61	0
3515	G43	G62	0
3516	G43	G63	0
3517	G43	G64	0
3518	G43	G65	0
3519	G43	G66	0
3520	G43	G67	0
3521	G43	G68	0
3522	G43	G69	0
3523	G43	G70	0
3524	G43	G71	0
3525	G43	G72	0
3526	G43	G73	0
3527	G43	G74	0
3528	G43	G75	0
3529	G43	G76	0
3530	G43	G77	0
3531	G43	G78	0
3532	G43	G79	0
3533	G43	G80	0
3534	G44	G1	0
3535	G44	G2	0
3536	G44	G3	0
3537	G44	G4	0
3538	G44	G5	0
3539	G44	G6	0
3540	G44	G7	0
3541	G44	G8	0
3542	G44	G9	0
3543	G44	G10	0
3544	G44	G11	0
3545	G44	G12	0
3546	G44	G13	0
3547	G44	G14	0
3548	G44	G15	0
3549	G44	G16	0
3550	G44	G17	0
3551	G44	G18	0
3552	G44	G19	0
3553	G44	G20	0
3554	G44	G21	0
3555	G44	G22	0
3556	G44	G23	0
3557	G44	G24	0
3558	G44	G25	0
3559	G44	G26	0
3560	G44	G27	0
3561	G44	G28	0
3562	G44	G29	0
3563	G44	G30	0
3564	G44	G31	0
3565	G44	G32	0
3566	G44	G33	0
3567	G44	G34	0
3568	G44	G35	0
3569	G44	G36	0
3570	G44	G37	0
3571	G44	G38	0
3572	G44	G39	0
3573	G44	G40	0
3574	G44	G41	0
3575	G44	G42	0
3576	G44	G43	0
3577	G44	G45	0
3578	G44	G46	0
3579	G44	G47	0
3580	G44	G48	0
3581	G44	G49	0
3582	G44	G50	0
3583	G44	G51	0
3584	G44	G52	0
3585	G44	G53	0
3586	G44	G54	0
3587	G44	G55	0
3588	G44	G56	0
3589	G44	G57	0
3590	G44	G58	0
3591	G44	G59	0
3592	G44	G60	0
3593	G44	G61	0
3594	G44	G62	0
3595	G44	G63	0
3596	G44	G64	0
3597	G44	G65	0
3598	G44	G66	0
3599	G44	G67	0
3600	G44	G68	0
3601	G44	G69	0
3602	G44	G70	0
3603	G44	G71	0
3604	G44	G72	0
3605	G44	G73	0
3606	G44	G74	0
3607	G44	G75	0
3608	G44	G76	0
3609	G44	G77	0
3610	G44	G78	0
3611	G44	G79	0
3612	G44	G80	0
3613	G45	G1	0
3614	G45	G2	0
3615	G45	G3	0
3616	G45	G4	0
3617	G45	G5	0
3618	G45	G6	0
3619	G45	G7	0
3620	G45	G8	0
3621	G45	G9	0
3622	G45	G10	0
3623	G45	G11	0
3624	G45	G12	0
3625	G45	G13	0
3626	G45	G14	0
3627	G45	G15	0
3628	G45	G16	0
3629	G45	G17	0
3630	G45	G18	0
3631	G45	G19	0
3632	G45	G20	0
3633	G45	G21	0
3634	G45	G22	0
3635	G45	G23	0
3636	G45	G24	0
3637	G45	G25	0
3638	G45	G26	0
3639	G45	G27	0
3640	G45	G28	0
3641	G45	G29	0
3642	G45	G30	0
3643	G45	G31	0
3644	G45	G32	0
3645	G45	G33	0
3646	G45	G34	0
3647	G45	G35	0
3648	G45	G36	0
3649	G45	G37	0
3650	G45	G38	0
3651	G45	G39	0
3652	G45	G40	0
3653	G45	G41	0
3654	G45	G42	0
3655	G45	G43	0
3656	G45	G44	0
3657	G45	G46	0
3658	G45	G47	0
3659	G45	G48	0
3660	G45	G49	0
3661	G45	G50	0
3662	G45	G51	0
3663	G45	G52	0
3664	G45	G53	0
3665	G45	G54	0
3666	G45	G55	0
3667	G45	G56	0
3668	G45	G57	0
3669	G45	G58	0
3670	G45	G59	0
3671	G45	G60	0
3672	G45	G61	0
3673	G45	G62	0
3674	G45	G63	0
3675	G45	G64	0
3676	G45	G65	0
3677	G45	G66	0
3678	G45	G67	0
3679	G45	G68	0
3680	G45	G69	0
3681	G45	G70	0
3682	G45	G71	0
3683	G45	G72	0
3684	G45	G73	0
3685	G45	G74	0
3686	G45	G75	0
3687	G45	G76	0
3688	G45	G77	0
3689	G45	G78	0
3690	G45	G79	0
3691	G45	G80	0
3692	G46	G1	0
3693	G46	G2	0
3694	G46	G3	0
3695	G46	G4	0
3696	G46	G5	0
3697	G46	G6	0
3698	G46	G7	0
3699	G46	G8	0
3700	G46	G9	0
3701	G46	G10	0
3702	G46	G11	0
3703	G46	G12	0
3704	G46	G13	0
3705	G46	G14	0
3706	G46	G15	0
3707	G46	G16	0
3708	G46	G17	0
3709	G46	G18	0
3710	G46	G19	0
3711	G46	G20	0
3712	G46	G21	0
3713	G46	G22	0
3714	G46	G23	0
3715	G46	G24	0
3716	G46	G25	0
3717	G46	G26	0
3718	G46	G27	0
3719	G46	G28	0
3720	G46	G29	0
3721	G46	G30	0
3722	G46	G31	0
3723	G46	G32	0
3724	G46	G33	0
3725	G46	G34	0
3726	G46	G35	0
3727	G46	G36	0
3728	G46	G37	0
3729	G46	G38	0
3730	G46	G39	0
3731	G46	G40	0
3732	G46	G41	0
3733	G46	G42	0
3734	G46	G43	0
3735	G46	G44	0
3736	G46	G45	0
3737	G46	G47	0
3738	G46	G48	0
3739	G46	G49	0
3740	G46	G50	0
3741	G46	G51	0
3742	G46	G52	0
3743	G46	G53	0
3744	G46	G54	0
3745	G46	G55	0
3746	G46	G56	0
3747	G46	G57	0
3748	G46	G58	0
3749	G46	G59	0
3750	G46	G60	0
3751	G46	G61	0
3752	G46	G62	0
3753	G46	G63	0
3754	G46	G64	0
3755	G46	G65	0
3756	G46	G66	0
3757	G46	G67	0
3758	G46	G68	0
3759	G46	G69	0
3760	G46	G70	0
3761	G46	G71	0
3762	G46	G72	0
3763	G46	G73	0
3764	G46	G74	0
3765	G46	G75	0
3766	G46	G76	0
3767	G46	G77	0
3768	G46	G78	0
3769	G46	G79	0
3770	G46	G80	0
3771	G47	G1	0
3772	G47	G2	0
3773	G47	G3	0
3774	G47	G4	0
3775	G47	G5	0
3776	G47	G6	0
3777	G47	G7	0
3778	G47	G8	0
3779	G47	G9	0
3780	G47	G10	0
3781	G47	G11	0
3782	G47	G12	0
3783	G47	G13	0
3784	G47	G14	0
3785	G47	G15	0
3786	G47	G16	0
3787	G47	G17	0
3788	G47	G18	0
3789	G47	G19	0
3790	G47	G20	0
3791	G47	G21	0
3792	G47	G22	0
3793	G47	G23	0
3794	G47	G24	0
3795	G47	G25	0
3796	G47	G26	0
3797	G47	G27	0
3798	G47	G28	0
3799	G47	G29	0
3800	G47	G30	0
3801	G47	G31	0
3802	G47	G32	0
3803	G47	G33	0
3804	G47	G34	0
3805	G47	G35	0
3806	G47	G36	0
3807	G47	G37	0
3808	G47	G38	0
3809	G47	G39	0
3810	G47	G40	0
3811	G47	G41	0
3812	G47	G42	0
3813	G47	G43	0
3814	G47	G44	0
3815	G47	G45	0
3816	G47	G46	0
3817	G47	G48	0
3818	G47	G49	0
3819	G47	G50	0
3820	G47	G51	0
3821	G47	G52	0
3822	G47	G53	0
3823	G47	G54	0
3824	G47	G55	0
3825	G47	G56	0
3826	G47	G57	0
3827	G47	G58	0
3828	G47	G59	0
3829	G47	G60	0
3830	G47	G61	0
3831	G47	G62	0
3832	G47	G63	0
3833	G47	G64	0
3834	G47	G65	0
3835	G47	G66	0
3836	G47	G67	0
3837	G47	G68	0
3838	G47	G69	0
3839	G47	G70	0
3840	G47	G71	0
3841	G47	G72	0
3842	G47	G73	0
3843	G47	G74	0
3844	G47	G75	0
3845	G47	G76	0
3846	G47	G77	0
3847	G47	G78	0
3848	G47	G79	0
3849	G47	G80	0
3850	G48	G1	0
3851	G48	G2	0
3852	G48	G3	0
3853	G48	G4	0
3854	G48	G5	0
3855	G48	G6	0
3856	G48	G7	0
3857	G48	G8	0
3858	G48	G9	0
3859	G48	G10	0
3860	G48	G11	0
3861	G48	G12	0
3862	G48	G13	0
3863	G48	G14	0
3864	G48	G15	0
3865	G48	G16	0
3866	G48	G17	0
3867	G48	G18	0
3868	G48	G19	0
3869	G48	G20	0
3870	G48	G21	0
3871	G48	G22	0
3872	G48	G23	0
3873	G48	G24	0
3874	G48	G25	0
3875	G48	G26	0
3876	G48	G27	0
3877	G48	G28	0
3878	G48	G29	0
3879	G48	G30	0
3880	G48	G31	0
3881	G48	G32	0
3882	G48	G33	0
3883	G48	G34	0
3884	G48	G35	0
3885	G48	G36	0
3886	G48	G37	0
3887	G48	G38	0
3888	G48	G39	0
3889	G48	G40	0
3890	G48	G41	0
3891	G48	G42	0
3892	G48	G43	0
3893	G48	G44	0
3894	G48	G52	0
3895	G48	G54	0
3896	G48	G60	0
3897	G48	G62	0
3898	G48	G63	0
3899	G48	G64	0
3900	G48	G65	0
3901	G48	G66	0
3902	G48	G67	0
3903	G48	G68	0
3904	G48	G69	0
3905	G48	G70	0
3906	G48	G71	0
